Unnamed: 0	title	comment	senta_article	senta_product
3500	[心得] 好遮色! KATE 潤色裸唇膏 #BE-1	我擦起來好像生病唇唷~~嗚嗚 不適合我耶	negative	
1434	[心得] 比88色更囂張，120色眼影盤試色！	好用心的心得文 辛苦了～ 不過看到王樣水彩有懷念一下小時候畫畫 哈～ 敘述很精闢	positive	
223	[心得] 今天的屈臣氏讓我殺很大！KATE新眼影上市啦！	果然是大頭寶寶XD	positive	
3934	[心得] 第20屆世貿美容展Day2	我朋友有買到假睫毛一大盒50元唷~	neutral	
4183	[心得] 矮的台北後車站美材行之旅(2010版)	有看有推薦唷~~~	positive	
1737	[心得] 用刷的假睫毛 - Integrate 根根分揚睫毛膏	這隻我也愛用～唯一有屯貨的睫毛膏 同意要乾一點才真正開始超好用	neutral	positive
4643	[心得] 我的標題是孤兒 O__Q怎麼都沒人回答我的?	以為沒回+1  不過版主真的用心喔^^~推薦	positive	
1505	[心得] elite模色眼影盤-巴黎玫瑰3	堅推薦地繼續試色好推薦  哈哈哈	positive	
1086	[心得] 蜜粉平均值	超感謝原PO!!!:)	positive	
1456	[心得] 比88色更囂張，120色眼影盤試色！	超認真又詳細的說明耶!!!好用心~	positive	
378	[心得] KRYOLAN 歌劇魅影 凝水光粉妝條	同意樓上	negative	
1969	[心得] 打敗我手中三支王牌睫毛膏的大創橡膠頭睫毛膏	以前買過MACFACTOR的是軟式刷頭 刷得很漂亮 又不結塊 但台灣沒賣	negative	
875	[心得] 33色不是唯一解-66色唇彩盤試色!!	超期待藍色~~XDDDDD	positive	
2497	[心得] Maybelline四色眼影盤--自然煙薰--	原PO底妝的妝感好好阿,可以請教化法嘛?	neutral	
3813	[心得] 妙巴黎果然美肌遮瑕膏 & Quealy 四色遮瑕膏	卡細紋+1	negative	
82	[心得] MJ戀愛魔鏡︰花錢找罪受的魅惑光感睫毛膏!!	總覺得這刷頭像詭異的昆蟲  買不下手 XD	negative	
691	[心得] 中國大陸福建廈門&金門小三通彩妝採購	大陸買日系及歐美系進口品牌都很貴建議所有保養化妝品在台灣買齊 省錢又合用去香港買也不見得比台灣便宜第一次看到開架變成大專櫃,也覺得很神奇都是貴到不行且選擇超少,櫃姐的妝很怪	negative	
2025	[心得] Lavshuca 2010春夏 戀色立體修容組&緋晶蜜潤唇膏 腮紅唇彩	唇彩怎麼辦 要買哪一支!!	negative	
3386	[心得] Media新色腮紅，10色都摸到了！(終於)	如果膚色健康哪色比較適合哩?  猶豫不決中	neutral	
196	[心得] 今天的屈臣氏讓我殺很大！KATE新眼影上市啦！	340跟235差了快一百??不是差一百多嗎XDD	neutral	
118	[心得] 好氣色新歡-Lavshuca戀色立體修容組	定價是360元唷~(我在康是美8折時下手的)哈哈~謝謝你~我乖~聽話收手哩!我家附近的也沒有XD 要跑到中山站附近買	positive	
3661	[心得] 我的EXCEL產品使用紀錄	以為是日本的彩妝品牌excelXD	positive	
1973	[心得] 打敗我手中三支王牌睫毛膏的大創橡膠頭睫毛膏	真的很可怕看標題以為.........XD	negative	
4051	[心得]我的裸妝重點整理	隔離霜跟妝前乳功能會不會很像??	neutral	
3456	[心得] 牙間刷的妙用-刷下睫毛	那是不是只能用一次阿?因為用了會不知道要把牙間刷收在那裡,有特殊的容器?	neutral	
3725	[心得] 我有整數控之LA FEMME腮紅30色試色心得分享(上)	"好想看喔 >""<"	positive	
2826	[心得] 戀愛魔鏡-新魔法之露眼線液VI606+35	我沒有很喜歡紫色也被升火我用br622兩支了 快三年都沒有分叉耶艾莉絲關筆蓋時有小心不要夾到刷毛嗎對了~~請問腮紅!!!	neutral	
1648	[心得] 【LUNASOL】波光浄化 眼影腮紅全試色	完了，體無完膚了我…	neutral	
4572	[心得] benefit修眉吧體驗記	因為這是第一次 所以比較痛(≧艸≦)	neutral	
3333	[心得] BOURJOIS 妙巴黎一筆勾炫眼線筆 #61黑 含妝容兒	鬍子	neutral	
1054	[心得] 蜜粉平均值	很扯了!也很推薦了囑~	positive	
627	[心得] Dior 光柔礦物水3D粉餅	請問控油嗎? 會不會黯沉?	neutral	
3245	[心得]資生堂心機長效立體光粉霜UV(粉條)快速心得	我還以為粉條都適合乾皮膚的用耶?XD	neutral	
3080	[心得] 腮紅之我論--關於腮紅的博大精深	推薦!	positive	
2353	[心得] SOFINA Primavista粉底+零油光	看到不出油就超心動...	positive	
2123	[心得] 我的睫毛這樣夾	右眼很順 但右手夾左眼很難往下 只有我嗎	neutral	
1426	[心得] 比88色更囂張，120色眼影盤試色！	原PO好認真(但是跟友人有心結嗎 XD)	neutral	
4692	[心得] 真的一見傾心~只有我這麼誇張嗎	看不懂又不是每個人都住台北完全是要點網誌才能知道在講什麼 = =	negative	
3423	[心得] 花王curel卸妝蜜+洗臉幕斯	希望curel快來台~不過這定價 會不會變專櫃貨啊	positive	
3388	[心得] Media新色腮紅，10色都摸到了！(終於)	台灣有上10色嗎?我要哭了好感動	neutral	
4706	[心得] 美容品展的商業道德	好過分!還好我都只買大攤位0.0....下次會注意期限的!謝謝分享!	positive	
3159	[心得] 用毛筆的筆捲晾乾刷具 v.s 橡皮筋 比較文	原po要不要改用包壽司的那種來捲？？那種的應該就不會褪色了....	neutral	
1984	[心得] 打敗我手中三支王牌睫毛膏的大創橡膠頭睫毛膏	笑炸我了XDDDDDDDDDD	positive	
4697	[心得] 真的一見傾心~只有我這麼誇張嗎	......==	negative	
2980	[心得] 露華濃香草精華口紅(含ZA鮭魚嫩粉比較)	就是顏色很少了~不然包裝很正點	positive	
4361	[心得] 幾種化妝工具分享(刮棒、挖勺、剪刀、調盤)	其實2跟3的工具在化工行買不用這麼貴~	negative	
396	[心得] CHARM COLOR 用不完的大地色眼影	原PO沒眼影看來清純推薦 上了有豔麗感哩	positive	
4512	[心得] 六款開架式護唇膏大評比	網誌字好小 T^T 看得好吃力...	negative	
222	[心得] 今天的屈臣氏讓我殺很大！KATE新眼影上市啦！	23盤用10年都用不完吧..	negative	
2861	[心得] 跟冰淇淋一樣香甜~Cold Stone 冰淇淋護唇膏!	好推薦哦  我也想換了 @@	positive	
117	[心得] 好氣色新歡-Lavshuca戀色立體修容組	好看~~~	positive	
2125	[心得] 我的睫毛這樣夾	請問往下夾還需要分三段夾嗎?還是夾根部?	neutral	
4246	[心得] 創造完美無瑕肌膚的秘密-混合的藝術	推薦 混合的藝術來自於廢物利用XD	positive	
298	[心得] 我的眾刷具們	好推薦!	positive	
2318	[心得] Cinema Secrets粉底+五色盤 使用+比色照	推薦用心 好認真！602 603偏紅可用痘疤推薦瑕 605-607黑眼圈推薦瑕	positive	
2988	[心得] 化妝品和保養品的小幫手!!	這樣很容易造成產品污染唷 就算瓶子已經消毒過了 因為在分裝的過程中都有接觸空氣 建議分裝少量就好  進快用完~	neutral	
2652	[心得] 雙面雙眼皮貼-進階版:P	一直在猶豫要買自由裁還是裁好的彰化哪裡有雙面的雙眼皮貼?^^	neutral	
734	[心得] 33色不是唯一解-66色唇彩盤試色(最終)	辛苦了！謝謝！	positive	
236	[心得] 今天的屈臣氏讓我殺很大！KATE新眼影上市啦！	推薦推薦	positive	
2050	[心得] 韓國觀察記--韓妹的妝容打扮	"剛剛重新整理一下，推薦有複製起來了！樓上的兩位先說sorry了>""<"	positive	
1019	[心得] 蜜粉平均值	好可怕的威力(抖   ...另外沒有丸竹+1	neutral	
657	[心得] JILL STUART 會員生日券相關說明	我可以偷問一下千名檔的意思嘛@@?這幾個組合很熟悉 但不知道是什麼@@	neutral	
2121	[心得] 我的睫毛這樣夾	我夾睫毛都是往下夾耶...原來大家都是往上夾?=口=	neutral	
1591	"[心得] 騙很大之年度眼妝""慘""品"	好笑又實在啦	positive	
4619	[心得] 我的標題是孤兒 O__Q怎麼都沒人回答我的?	版主真是用心＋精確，推薦推薦～	positive	
3163	[心得] 用毛筆的筆捲晾乾刷具 v.s 橡皮筋 比較文	筆捲是收納筆用的orz同等於化妝刷具的刷具套	negative	
2174	[心得] 我的睫毛這樣夾	壑@個！感謝分享！真的有效！	positive	
1578	"[心得] 騙很大之年度眼妝""慘""品"	推薦歡樂又實用!XDD	positive	
1502	[心得] elite模色眼影盤-巴黎玫瑰3	哈哈 最後一張表情很經典	positive	
2979	[心得] 露華濃香草精華口紅(含ZA鮭魚嫩粉比較)	我去逛小屈試到035想買卻賣光了 = =	neutral	
206	[心得] 今天的屈臣氏讓我殺很大！KATE新眼影上市啦！	我乍看第一張照片還以為是賣場的試用品orz.........實在很齊全了.....	negative	
2926	[心得] 妙巴黎果然美肌粉底液	請問原PO色號買多少呢?	neutral	
3679	[心得] 我的EXCEL產品使用紀錄	推薦!!	positive	
94	[心得] Media美芯極潤水粉餅(粉膚色)	大推薦!!XDDD  可是我這邊還買不到ˊˋ跑了兩家小屈一家康是美都沒有ˊˋ	positive	
4074	[心得]我的裸妝重點整理	底妝很裸但是修容很重~	negative	
4149	[心得] ZA輕透美肌光感粉底液-遮暇度高	我用羽透光毛孔會卡粉,ZA粉底液試用不會	negative	
1224	[心得] 開架蜜粉=便宜?!	"推薦~ 嚇到了 [email protected] 口@"""	positive	
2819	[心得] 口紅一吃就掉色?	把口紅顏色定在嘴唇上會比較不容易沈澱?怎麼想都是吃掉比較不容易阿@@??	neutral	
971	[心得] 大推「妙巴黎-果然美肌粉底液」	週年慶本來就要現在開始盤算啊!存錢!	negative	
3882	[心得] the Brush Guard 開箱!	看到讓我想到醫療彈性網狀紗布（最小號）	negative	
1728	[心得] 用刷的假睫毛 - Integrate 根根分揚睫毛膏	不是要拉回正題嗎~~快給笑死了	neutral	
2858	[心得] 跟冰淇淋一樣香甜~Cold Stone 冰淇淋護唇膏!	草苺美眉超粉嫩!!不過不知道是不是妳原本的唇色就這麼粉嫩呢??好想伸素唇圖~ :P	neutral	
2528	[心得] 試色~~希望是最後一篇的LA FEMME腮紅~~PART 3	很推薦了  不油得佩服 腮紅控真想跟你當朋友 哈哈	positive	
529	[心得] 燙睫毛 芭比娃娃燙	好想燙喔~~~	positive	
670	[心得] *AQUALABEL*保濕卸妝凝凍	難用+1 油死了簡直起笑!!幸好買旅行組	negative	
538	[心得] Beautymaker時尚刷具七件組小開箱心得~	請問PU跟PVC哪個材質比較好啊?買了粉色的PVC材質，不知道該不該換貨XD	neutral	
522	[心得] 遲到的-我的絕版化妝品	推薦西喜耶!!	positive	
780	[心得] 33色不是唯一解-66色唇彩盤試色(二)	很推薦啦！！	positive	
214	[心得] 今天的屈臣氏讓我殺很大！KATE新眼影上市啦！	好可怕的戰利品..	neutral	
420	[心得] INTEGRATE彩虹甜心眼影盒#VI708	紫色畫的超美!!!! 腮紅好酷XDD另外想請問這篇的睫毛膏是用哪隻呢^^	neutral	
3522	[心得] ⊙__⊙!超防水腮紅。MUF HD漾彩腮紅霜。	我也敗了 但力道的拿捏還欠佳 而且跟樓上的一樣，下午會結塊，很可怕..	negative	
1195	[心得] 開架蜜粉=便宜?!	都被開架的小包裝騙了 如果有專櫃的愛用款買專櫃蜜粉真的差很多	negative	
4477	[心得] 睫毛膏大車拼	被kate推薦+1  用心的好文一定要給推薦	positive	
4056	[心得]我的裸妝重點整理	很好看但是覺得很厚	positive	
2682	[心得] 日本花王Curel乾燥性敏感肌系列卸妝蜜 (大推！)	我是油肌洗完卻會繃+過敏:( 網拍貨不知是不是有效果	negative	
2325	[心得] Cinema Secrets粉底+五色盤 使用+比色照	好文!!!謝謝分享!!	positive	
2421	[心得] 很有光澤感的DR.WU BB霜!	請問一下 這款的顏色是偏深還是白呢	neutral	
2965	[心得] 露華濃香草精華口紅(含ZA鮭魚嫩粉比較)	"國外同款名稱是colorburst有興趣可以查一下心得 不過台灣近的顏色真的好少 =..=更正 ""進""的顏色"	neutral	
3650	[心得] 雪肌精極淬粉餅+雪肌精極淬潤色粧前乳	很詳細的心得~ 想請問試用品有香味嗎?	neutral	
2442	[心得] 一盤搞定！Kate立體百搭眼影盤(適合新手or攜帶用)	第二種畫法也很推薦耶  是之前沒想過的~謝謝fino的分享>///<	positive	
3232	[心得] 還蠻好用的！benefit萬眾矚目眼底膏！	看sephora大家對這隻的評價都是壓頭不好已經定了還沒收到好緊張!	negative	
1688	[心得] 大滿意！Lavshuca 戀法迷棕眼彩盒。	我想問BE跟BR要選哪個好?BE怕太淡,BR怕化髒	neutral	
350	[心得] integrate俐落極細眼線筆	跟原PO有同感,畫在手上很好畫,但畫在眼皮很難上色,而且一下子就暈開,眼妝看起來髒兮兮	negative	
2698	[心得] 唇蜜救星！MAC隔離潤色護唇膏SPF20	恭喜佐拉拉上任 夾柚 ~~~	positive	neutral
795	[心得] 33色不是唯一解-66色唇彩盤試色(二)	一直在推薦啊~~~	positive	
2245	[心得] 我的睫毛這樣夾	真的好推薦 這樣夾像燙的一樣XDDDDDD	positive	
2634	[心得] LANCOME 絕對完美唇膏-升級版 #395	查無此篇文章！??看到了~^Q^  感覺唇膏非常滋潤	neutral	
215	[心得] 今天的屈臣氏讓我殺很大！KATE新眼影上市啦！	我一點進去 差點像海尼根廣告一樣大叫全包的人真的好瘋狂!!!	neutral	
4322	[心得] 看youtube達人必備單字集	你真是很推薦了 受用無窮  謝謝!	positive	
1811	[心得] 用刷的假睫毛 - Integrate 根根分揚睫毛膏	乾咪咪那邊讓我笑翻了XD 推薦推薦!!	positive	
3170	[心得]瀝乾刷具的簡單方法 (內有影片介紹)	我有問題~     我一直覺得刷具跟毛筆很像那有沒有人試過用晾毛筆的方式晾刷具呢?	neutral	
3	[心得] hello kitty X 媚比琳睫毛膏	用了失望...這隻無嘴貓真重看不重用=皿=	negative	
4125	[心得] 好評蜜粉進化版。CHACOTT 高解析保濕蜜粉	我好想...看fino的全臉>////<是雪姬!雪姬耶!雪姬我喜歡你!!(趁亂告白	positive	
4676	[心得] 真的一見傾心~只有我這麼誇張嗎	如果是直接把網誌無圖片貼過來會較清楚	negative	
4684	[心得] 真的一見傾心~只有我這麼誇張嗎	http://tinyurl.com/6rr838f  JT排版原PO Sry...連男生的我都無法接受這排版	negative	
4516	[心得] 雙頭刷具 懸空放!	"要改什麼標題阿?我說的厚紙板 其實是卡紙啦!(已更正)應觀眾要求 標題改成""心得"",其實我不知道要選哪個標題?把吸管改成橫著釘 就變成騰空晾刷具"	neutral	
4595	[心得] 我的標題是孤兒 O__Q怎麼都沒人回答我的?	用心又可愛的文啊!! 標題真的很重要呢^^	neutral	
52	[心得] MJ戀愛魔鏡︰花錢找罪受的魅惑光感睫毛膏!!	我覺得這隻超超超好刷的！！！推薦用！@@	positive	
2379	[心得] CINEMA SECRETS晶透長效無瑕粉底	好用心的心得 看CS很久了 但是敗在需要濕擦這點上  非常在意防曬打折扣的人<------	positive	
3518	[心得] ⊙__⊙!超防水腮紅。MUF HD漾彩腮紅霜。	"大生火!!想請這樣的話好卸嗎??不知道哪種色號接近羅莉控的顏色呢??請問樓上14號是蘿莉色嗎?^^""我今天去櫃上試,4號很蘿莉耶~想請問ilac大是用HD專用海綿嗎?我在考慮要不要跟專用海綿一起買...不知道值得嗎"	neutral	
524	[心得] 遲到的-我的絕版化妝品	VISEE眼線筆好好用 還好我買了3色 ^^	positive	
4633	[心得] 我的標題是孤兒 O__Q怎麼都沒人回答我的?	GOOD	positive	
2225	[心得] 我的睫毛這樣夾	會不會把睫毛扯下來呀！(怕怕)	negative	
1258	[心得] 開架蜜粉=便宜?!	給你大推薦!!認真的原po	positive	
3213	[心得] KATE 潤色裸唇膏BE-1 (跟za鮭魚比較)	kate不上護脣膏沒辦法擦，za可以，話說我正在吃真的鮭魚，但鮭魚嫩粉我買不到	negative	
4670	[心得] 真的一見傾心~只有我這麼誇張嗎	完全看不懂....這到底是什麼?拜託誰來告訴我一見傾心是什麼!!!	negative	
3479	[心得] 發現疑似嬌蘭假貨的蹤跡...	推薦原PO用心!!!!!	positive	
78	[心得] MJ戀愛魔鏡︰花錢找罪受的魅惑光感睫毛膏!!	這支我用了快半年還是很濕orz感覺上雖然不很糟，可是喜歡根根分明的我不是很滿意orz 比較喜歡之前的濃密款	negative	
238	[心得] 今天的屈臣氏讓我殺很大！KATE新眼影上市啦！	KATE好漂亮喔...	positive	
2448	[心得] Cezanne T-zone Mat毛孔修飾霜	這是擦在T字部位原PO拿來擦眼皮的意思嗎?好妙的用法~  讓我生火了~~~	positive	positive
1330	[心得] Burberry 粉餅火熱開箱文	粉盒很正了  很有質感  >////<	positive	
2807	[心得] Revlon露華濃茶花美肌腮紅盒（瑩澤修容餅）	60好便宜啊..雖過期.但粉質的沒差啦~	negative	
1587	"[心得] 騙很大之年度眼妝""慘""品"	看慣推薦文 看到這種慘文真是爽阿 推薦	positive	
3845	[心得] 我的化妝包必備-日本小物:髒污清潔紙巾	那到底是台灣還是日本的711?	neutral	
994	[心得] 蜜粉平均值	不知道哪一款最控油？	neutral	
253	[心得] 今天的屈臣氏讓我殺很大！KATE新眼影上市啦！	我還以為這是KATE倉庫補貨區拍的...	negative	
3264	"[心得] 山寨版""Brush Guard""-隔離網 (收納刷具)"	哈哈!真的有像耶!再長一點但是CVS雙頭刷怎麼塞啊?	neutral	
3225	[心得] 無緣的FASIO光影戲法眼彩盒#BR-1北非迷金 極地夜藍#BL-2	對，極地夜藍真的美，可惜飛粉..那加個打底類的，應該能改善飛粉吧(？)XDO大..可能我手氣好，買到會飛的XD？是我要求太嚴苛嗎XDrz但極地夜藍是我買過開架最美的藍倒是真的	neutral	
537	[心得] Beautymaker時尚刷具七件組小開箱心得~	請問要在哪裡買阿@@我有點進KEVIE的網站可是沒有找到可以購買的選項@@	neutral	
1381	[心得] M.A.C 妝前乳液~~~好用阿~推薦?	請問會致粉刺痘痘嗎 我之前用mac其他款都會	neutral	
2512	[心得] 松本店長纖長款你好!!	"我之前想急著刷好,結果都會糊成一片=""""=可是其實應該也可以用它牌看看~老實說F牌卸眼唇的 我覺得效果還好ˊˋ"	positive	
3257	[心得]資生堂心機長效立體光粉霜UV(粉條)快速心得	我記得價錢是1100耶...	negative	
4037	[心得] MAC立體漸層腮紅。2010春季限量。Blush Ombre	推薦了 (轟)	positive	
2047	[心得] 韓國觀察記--韓妹的妝容打扮	預告圖好正+1	positive	
972	[心得] 大推「妙巴黎-果然美肌粉底液」	這個排版讀起來心情也很好XD	positive	
1748	[心得] 用刷的假睫毛 - Integrate 根根分揚睫毛膏	我被草泥馬笑鼠了...(~^O^~)	positive	neutral
1911	[心得] 應徵歌劇魅影專櫃人員歷程	時間短很重要,除了客人很多之外,還要考慮到客人的心情.很多客人是討厭被慢慢試妝的~客人的時間也是金錢唷而且椅子坐40分鐘屁股就開始痛啦所以除非確認過客人有一個小時的空檔而且這一小時她願意給你慢慢服務不然把時間控制得短些會比較好XD	negative	
1885	[心得] Lavshuca戀法迷棕眼彩盒BE-1	天哪~除了RD和OR外又對另一盤心動了QQ	negative	
2126	[心得] 我的睫毛這樣夾	原來!!之前去RMK試用睫毛夾時 心理還咒念櫃哥拉扯我的睫毛 原來是有效果的!!難怪我買回來效果變差...(我的手終於可以不痠了)痾 我剛去試了 夾不翹耶 只有我這樣嗎?	neutral	
700	[心得] 中國大陸福建廈門&金門小三通彩妝採購	上海那邊開架跟專櫃都比台灣還貴阿><似乎因為進口稅課很重的緣故..價錢大概是台灣的1.3倍以上的售價........	negative	
2197	[心得] 我的睫毛這樣夾	我都是往下夾耶 我的也是RMK 原來大家都往上夾 XD	positive	
4686	[心得] 真的一見傾心~只有我這麼誇張嗎	看不懂= = 沒有品名斷句錯字都讓人看得很辛苦......	negative	
2993	[心得] 化妝品和保養品的小幫手!!	75%才能達到消毒作用喔 95%是乾糙	neutral	
3830	[心得] 睫毛夾小技巧	好棒的方法!!推薦一個!!!	positive	
859	[心得] 33色不是唯一解-66色唇彩盤試色!!	大推薦~辛苦了	positive	
708	[心得] 怎麼用剛梳刷出根根分明的長睫毛	謝謝分享	positive	
2095	[心得] 歐舒丹夏妝眼影+唇膏	應該是品牌形象推薦調他是自然吧...所以跟一般彩妝會有效果別，至於粉餅的話香港有賣喔只是我夏天託同事買的到現在還沒用XD	positive	
2343	[心得] 不能沒有你！smashbox，純真小臉修容粉！	看到蛋出場笑了  XD	neutral	
1176	[心得] 開架蜜粉=便宜?!	想當年我就是這樣算了之後很多牌子都買專櫃的了	negative	
1151	[心得] Visee秋妝+mac夏妝礦物水洗系列初試	被MAC腮紅推薦到~~	positive	
1899	[心得] 應徵歌劇魅影專櫃人員歷程	是櫃哥呢～！	neutral	
920	[心得] 各種防曬品使用心得	我知道這方法...可是我沒有噴水的老牛兩種都有用過...所以我只好作這種~	negative	
907	[心得] 33色不是唯一解-66色唇彩盤試色!!	推薦一個!橘色的都好像推薦!想看藍色的XD	positive	
4190	[心得] 矮的台北後車站美材行之旅(2010版)	現在六福也有opi了歐	positive	
2586	[心得] 關於粉盒（粉餅盒）相容	請問大創粉盒裝得下資生堂開價的粉餅嗎？	neutral	
1947	[心得] JILL STUART-幸福花嫁限量品分享	我很好奇為什麼手拿鏡的保存期限只有5年耶	negative	
1425	[心得] 比88色更囂張，120色眼影盤試色！	有水果刀耶~是比例尺嗎?	neutral	
2106	[心得] Loreal完美淨白光采珍珠粉餅	文章不存在??	neutral	
3120	[心得] 深乾唇人多款護唇膏&唇蜜比較	謝謝分享 嘴唇很美^^	positive	
2259	[心得] Maybelline 媚比琳。純淨礦物腮紅(鬆粉式.開架)	請問那個刷子 一般的腮紅也可以用嗎??	neutral	
24	[心得] Ayu代言的Rimmel眼影-前所未有的新觸感	"希望台灣會引進吶~~>""<"	neutral	positive
1369	[心得] 這是不專業的21樣大創彩妝心得文	http://www.daiso.com.tw/retail.php門市據點	positive	
1423	[心得] MEZAIK＊超好用的雙眼皮膠（纖維型）	我覺得這種膠條好貴又容易失敗ORZ	negative	
2108	[心得] Loreal完美淨白光采珍珠粉餅	網址我進不去@@	negative	
1495	[心得] elite模色眼影盤-巴黎玫瑰3	原PO好推薦XDDD	positive	
4642	[心得] 我的標題是孤兒 O__Q怎麼都沒人回答我的?	推薦~~~ 版主辛苦囉。 ^^	positive	
2773	[心得] 霧面的橘子→Gina。NARS 炫色腮紅。	才剛看完妳網誌~~~	neutral	
1113	[心得] 蜜粉平均值	謝謝你！！！！大推薦大推薦～～	positive	
4685	[心得] 真的一見傾心~只有我這麼誇張嗎	正妹的教育內涵...也不能等囧	negative	
3220	[心得] KATE 潤色裸唇膏BE-1 (跟za鮭魚比較)	我也覺得kate推薦但乾.疊上護脣蜜效果很好	positive	
200	[心得] 今天的屈臣氏讓我殺很大！KATE新眼影上市啦！	太強大了!!! 這應該是用不完吧?	neutral	
3003	[心得] 化妝品和保養品的小幫手!!	這樣很容易造成二次或多次污染..化粧保養品都要避光保存喔!蒸餾水:95%酒精=2:1  就可以稀成75%的	neutral	
1771	[心得] 用刷的假睫毛 - Integrate 根根分揚睫毛膏	第一次看心得文，邊看邊笑，原PO很搞笑睫毛真的根根分明耶	positive	
1580	"[心得] 騙很大之年度眼妝""慘""品"	英特鬼眼影咖啡色+紫色我都有買說只是要再自己加眼線orz	positive	
661	[心得] JILL STUART 會員生日券相關說明	P&J台灣代理商很黑心，會員權利、生日禮券等等條件再好，我也都不會買	negative	
4510	[心得] 六款開架式護唇膏大評比	容易脫皮的用1脫更大可能我不適合用硬管的 都用軟管較多	negative	
1615	[心得] 【LUNASOL】波光浄化 眼影腮紅全試色	02超美~我決定要把準備拿去買好幾盒開架Lav的錢省下來..好好去敗Lunasol一番..請問h大,02的眼線色夠深嗎?會不會很嚴重偏紅?謝謝h大~感恩~我還是忍住最近想買的開架眼影集中火力在lunasol 02好了..真開心^^	neutral	
3633	[心得] DHC男性清爽防曬乳好控油	想請問這款防曬會泛白嗎??	neutral	
